160.0,36.0,0
223.0,42.0,0
171.0,60.0,0
184.0,58.0,0
194.0,28.0,0
122.0,30.0,0
130.0,13.0,0
184.0,28.0,0
195.0,48.0,0
193.0,54.0,0
175.0,28.0,0
126.0,52.0,0
133.0,56.0,0
139.0,47.0,0
143.0,23.0,0
151.0,20.0,0
135.0,42.0,0
167.0,61.0,0
120.0,55.0,0
149.0,36.0,0
153.0,32.0,0
153.0,34.0,0
152.0,39.0,0
151.0,41.0,0
149.0,40.0,0
145.0,43.0,0
146.0,43.0,0
147.0,46.0,0
150.0,50.0,0
151.0,49.0,0
142.0,46.0,0
159.0,48.0,0
170.0,46.0,0
168.0,54.0,0
165.0,57.0,0
171.0,49.0,0
170.0,42.0,0
164.0,37.0,0
156.0,43.0,0
155.0,47.0,0
155.0,37.0,0
160.0,38.0,0
162.0,40.0,0
165.0,47.0,0
161.0,47.0,0
159.0,47.0,0
158.0,48.0,0
158.0,49.0,0
157.0,58.0,0
155.0,54.0,0
153.0,54.0,0
155.0,50.0,0
158.0,38.0,0
155.0,42.0,0
149.0,46.0,0
161.0,61.0,0
154.0,61.0,0
154.0,52.0,0
154.0,47.0,0
164.0,60.0,0
170.0,62.0,0
170.0,55.0,0
174.0,50.0,0
166.0,42.0,0
162.0,36.0,0
169.0,32.0,0
162.0,37.0,0
159.0,41.0,0
152.0,38.0,0
163.0,42.0,0
165.0,38.0,0
169.0,38.0,0
172.0,42.0,0
173.0,46.0,0
173.0,38.0,0
174.0,39.0,0
178.0,45.0,0
177.0,53.0,0
171.0,59.0,0
168.0,57.0,0
163.0,46.0,0
157.0,42.0,0
154.0,42.0,0
150.0,49.0,0
156.0,55.0,0
168.0,61.0,0
161.0,54.0,0
164.0,48.0,0
167.0,45.0,0
164.0,43.0,0
158.0,43.0,0
168.0,51.0,0
164.0,55.0,0
159.0,58.0,0
154.0,48.0,0
162.0,44.0,0
163.0,45.0,0
164.0,49.0,0
166.0,53.0,0
172.0,49.0,0
168.0,49.0,0
158.0,53.0,0
166.0,57.0,0
159.0,46.0,0
174.0,69.0,0
216.0,70.0,0
206.0,66.0,0
123.0,66.0,1
163.0,93.0,1
150.0,75.0,1
186.0,73.0,1
131.0,76.0,1
180.0,75.0,1
163.0,97.0,1
151.0,69.0,1
141.0,84.0,1
133.0,102.0,1
174.0,76.0,1
169.0,89.0,1
155.0,83.0,1
139.0,88.0,1
138.0,97.0,1
130.0,79.0,1
145.0,101.0,1
150.0,100.0,1
157.0,98.0,1
163.0,91.0,1
154.0,100.0,1
168.0,97.0,1
154.0,97.0,1
151.0,97.0,1
170.0,90.0,1
154.0,102.0,1
150.0,102.0,1
166.0,98.0,1
161.0,94.0,1
155.0,94.0,1
152.0,94.0,1
153.0,98.0,1
162.0,103.0,1
161.0,93.0,1
154.0,99.0,1
153.0,102.0,1
164.0,100.0,1
153.0,99.0,1
156.0,99.0,1
164.0,95.0,1
201.0,92.0,1
176.0,100.0,1
156.0,105.0,1
135.0,110.0,1
138.0,113.0,1
121.0,113.0,1
141.0,109.0,1
147.0,109.0,1
157.0,106.0,1
170.0,112.0,1
150.0,114.0,1
155.0,135.0,1
195.0,119.0,1
195.0,106.0,1
124.0,142.0,1
142.0,133.0,1
146.0,122.0,1
176.0,136.0,1
122.0,136.0,1
120.0,140.0,1
162.0,120.0,1
150.0,110.0,1
150.0,111.0,1
150.0,124.0,1
154.0,127.0,1
152.0,123.0,1
148.0,118.0,1
147.0,118.0,1
144.0,117.0,1
175.0,118.0,1
172.0,116.0,1
168.0,117.0,1
167.0,122.0,1
160.0,125.0,1
172.0,118.0,1
172.0,128.0,1
168.0,124.0,1
156.0,121.0,1
175.0,107.0,1
168.0,116.0,1
160.0,122.0,1
172.0,106.0,1
159.0,116.0,1
156.0,122.0,1
162.0,117.0,1
166.0,108.0,1
174.0,114.0,1
167.0,127.0,1
159.0,131.0,1
152.0,109.0,1
155.0,113.0,1
154.0,112.0,1
154.0,111.0,1
164.0,114.0,1
161.0,114.0,1
152.0,116.0,1
163.0,106.0,1
161.0,108.0,1
162.0,112.0,1
168.0,107.0,1
152.0,110.0,1
118.0,42.0,2
74.0,36.0,2
98.0,42.0,2
66.0,34.0,2
47.0,47.0,2
107.0,60.0,2
41.0,42.0,2
48.0,31.0,2
98.0,21.0,2
111.0,34.0,2
107.0,24.0,2
83.0,30.0,2
47.0,46.0,2
70.0,49.0,2
106.0,38.0,2
87.0,29.0,2
99.0,64.0,2
65.0,62.0,2
68.0,39.0,2
62.0,44.0,2
65.0,42.0,2
84.0,34.0,2
88.0,39.0,2
85.0,49.0,2
86.0,34.0,2
79.0,28.0,2
71.0,27.0,2
61.0,31.0,2
62.0,37.0,2
65.0,47.0,2
67.0,50.0,2
66.0,40.0,2
69.0,34.0,2
72.0,30.0,2
81.0,34.0,2
85.0,42.0,2
89.0,46.0,2
81.0,42.0,2
80.0,31.0,2
82.0,36.0,2
86.0,41.0,2
86.0,42.0,2
90.0,43.0,2
89.0,39.0,2
77.0,40.0,2
77.0,41.0,2
79.0,48.0,2
76.0,54.0,2
73.0,57.0,2
68.0,48.0,2
72.0,46.0,2
82.0,52.0,2
83.0,50.0,2
77.0,54.0,2
74.0,49.0,2
88.0,54.0,2
81.0,35.0,2
81.0,49.0,2
75.0,46.0,2
87.0,44.0,2
84.0,31.0,2
76.0,25.0,2
71.0,36.0,2
73.0,37.0,2
72.0,33.0,2
65.0,36.0,2
69.0,43.0,2
76.0,46.0,2
74.0,43.0,2
68.0,33.0,2
78.0,36.0,2
80.0,43.0,2
65.0,43.0,2
47.0,64.0,2
56.0,101.0,3
10.0,135.0,3
37.0,78.0,3
39.0,86.0,3
61.0,86.0,3
53.0,86.0,3
61.0,71.0,3
62.0,74.0,3
67.0,94.0,3
64.0,88.0,3
56.0,93.0,3
56.0,103.0,3
60.0,100.0,3
54.0,106.0,3
56.0,95.0,3
60.0,89.0,3
63.0,93.0,3
60.0,93.0,3
70.0,83.0,3
57.0,96.0,3
60.0,92.0,3
67.0,82.0,3
69.0,84.0,3
67.0,88.0,3
64.0,97.0,3
67.0,86.0,3
59.0,86.0,3
65.0,93.0,3
59.0,97.0,3
60.0,105.0,3
